2024-12-24 16:52:32,493 INFO    MainThread:10458 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2024-12-24 16:52:32,494 INFO    MainThread:10458 [wandb_init.py:_pause_backend():439] pausing backend
2024-12-24 16:52:33,094 INFO    MainThread:10458 [wandb_init.py:_resume_backend():444] resuming backend
2024-12-24 16:52:33,100 INFO    MainThread:10458 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2024-12-24 16:52:33,101 INFO    MainThread:10458 [wandb_init.py:_pause_backend():439] pausing backend
2024-12-24 16:52:33,794 INFO    MainThread:10458 [wandb_init.py:_resume_backend():444] resuming backend
2024-12-24 16:52:33,797 INFO    MainThread:10458 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2024-12-24 16:52:33,797 INFO    MainThread:10458 [wandb_init.py:_pause_backend():439] pausing backend
2024-12-24 16:52:35,054 INFO    MainThread:10458 [wandb_init.py:_resume_backend():444] resuming backend
2024-12-24 16:52:35,059 INFO    MainThread:10458 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2024-12-24 16:52:35,059 INFO    MainThread:10458 [wandb_init.py:_pause_backend():439] pausing backend
2024-12-24 16:52:35,499 INFO    MainThread:10458 [wandb_init.py:_resume_backend():444] resuming backend
2024-12-24 16:52:35,504 INFO    MainThread:10458 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2024-12-24 16:52:35,504 INFO    MainThread:10458 [wandb_init.py:_pause_backend():439] pausing backend
2024-12-24 16:52:36,422 INFO    MainThread:10458 [wandb_init.py:_resume_backend():444] resuming backend
2024-12-24 16:52:36,431 INFO    MainThread:10458 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2024-12-24 16:52:36,431 INFO    MainThread:10458 [wandb_init.py:_pause_backend():439] pausing backend
2024-12-24 16:52:40,851 INFO    MainThread:10458 [wandb_init.py:_resume_backend():444] resuming backend
2024-12-24 16:52:40,854 INFO    MainThread:10458 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2024-12-24 16:52:40,854 INFO    MainThread:10458 [wandb_init.py:_pause_backend():439] pausing backend
2024-12-24 16:53:21,470 INFO    MainThread:10458 [wandb_init.py:_resume_backend():444] resuming backend
2024-12-24 16:53:21,477 INFO    MainThread:10458 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2024-12-24 16:53:21,479 INFO    MainThread:10458 [wandb_init.py:_pause_backend():439] pausing backend
2024-12-24 16:53:26,445 INFO    MainThread:10458 [wandb_init.py:_resume_backend():444] resuming backend
